name,price
TELA ADHESIVA SPORT ADHESUR 5 cm x 8 mts,$940
ACEITE TIPO ALMENDRAS DULCE FUREY x 125 cc,$369
VENDA ELASTICA DEPORTIVA SUAVE FUREY x 10 cm,$466
ANILINA YACOLOR EXHIBIDOR x 240 unid.,$54.684
PAÑUELO TISSUE FUREY x 6 u. EXTRA SUAVE 116,$177
MARY BOSQUES SHOCK ACIDO POTE x 200 grs.,$852
MARY BOSQUES SHOCK ACIDO SOBRE x 20 grs.,$109
HOJA BISTURI BREMEN N.24 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.22 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.20 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.15 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.12 CAJA x 100 u.,$1.205
HOJA BISTURI BREMEN N.10 CAJA x 100 u.,$1.205
PARCHE POROSO ADHESUR CAJA CON 25 SOBRES x 2 u.,$7.337
MAS CLIPS NEGRO CORTO BOLSA x 72 u. 503,$907
MAS CLIPS RUBIO CORTO BOLSA x 72 u. 504,$907
MAS PIEDRA POMEZ GRANDE 279,$393
MAS PIEDRA TIPO CHINA 234,$444
MAS LIMA BLOCK 126,$368
GUANTE EXFOLIANTE LISO LP ART.790,$237
MAS SAPITO CHICO 169,$169
MAS SAPITO GRANDE 168,$195
OTOWIL DR. WIL PIOJICIDA SOBRE x 25 grs.,$270
BOLSA AGUA CALIENTE BREMEN STANDARD,$943
MAS GOMITAS FINITAS x 10 153,$192
MAS GOMITAS NENA x 12 152,$498
MAS PIEDRA SINTETICA 131,$429
MAS LIMA BLOCK 3 USOS 109,$345
MAS APLICADOR DE SOMBRA x 16 01,$585
MARY BOSQUES EMULSION HIDRATANTE RULOS ANTI FRIZZ SIN ENJUAGUE x 150 gr.,$429
GASA CAJA EXPENDEDORA x 100 SOBRES 10x10,$2.823
MARY BOSQUES AMPOLLA ABLANDADORA DE CANAS x 10 ml.,$191
MARY BOSQUES CRISTALES DE KERATINA x 10 gr.,$87
MARY BOSQUES 60 SEGUNDOS REPARADOR DIARIO x 20 gr.,$113
MB OLEO LAMINANTE POMO x 15 gr.,$470
MARY BOSQUES KERATINA EN CREMA POTE x 200 gr.,$699
MARY BOSQUES ABLANDADOR DE CANAS CON EXTRACTO DE ALMENDRAS x 10 ml.,$87
MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 200 gr.,$767
MARY BOSQUES 3 MINUTOS REPARADOR INTENSIVO x 20 gr.,$107
MARY BOSQUES LIFTING 1 + 2 ( x 10 gr. c/u ),$107
MARY BOSQUES KERATINA EXPRESS x 10 gr.,$81
MARY BOSQUES CREMA ARGAN REGENARACION CAPILAR CON CELULAS MADRE x 20 gr.,$106
MARY BOSQUES EMULSION CREMOSA CON EXTRACTO DE ALMENDRA x 20 gr.,$54
MARY BOSQUES PH7 SHAMPO NEUTRO x 10 gr.,$66
MARY BOSQUES POLVO DECOLORANTE x 30 gr,$185
MAS BLADE MAX 3 AFEITADORA BLISTER MEN x 2 602,$823
MAS BLADE MAX AFEITADORA BOLSA WOMEN x 2 601,$453
MAS BLADE MAX AFEITADORA BOLSA MEN x 2 600,$453
MAS GUANTE EXFOLIANTE 315,$548
MAS SET DE MANICURA 290,$3.068
MAS CEPILLO DE CARTERA 289,$625
MAS MANOPLA VEGETAL 276,$1.444
MAS ESCOFINA ECONOMICA 265,$364
MAS ALICATE DE UÑA 264,$2.004
MAS ALICATE DE CUTICULA 263,$2.004
MAS TIJERA DE CUTICULA 261,$919
MS LIMA METAL GRANDE 257,$492
MAS CORTA UÑA CHICO BLISTER 254,$458
MAS ESCOFINA CON PIEDRA 241,$612
MAS LIMA ESMERIL XG x 10 227,$357
MAS CORTA UÑA GRANDE BLISTER 219,$490
MAS PESTAÑAS POSTIZAS 199,$693
MAS GORRO PILETA LYCRA 179,$1.186
MAS ESPONJA DESMAQUILLANTE 156,$305
MAS GOMITAS GRUESAS NEGRAS x 4 155,$160
MAS GOMITAS INVIERNO x 12 150,$498
MAS BROCHE ESTAMPADO x 2 149,$289
MS BROCHE CHICO 148,$310
MAS BROCHE GRANDE 147,$322
MAS CLIPS CORTO RUBIO x 12 115,$151
MAS CLIPS CORTO NEGRO x 12 114,$151
MAS BOL PARA TINTURA 98,$257
MAS APLICADOR SET x 5 73,$779
MAS ARQUEADOR DE PESTAÑAS 53,$850
MAS UÑAS POSTIZAS 52,$310
MAS CISNE DIVIDIDO ECONOMICO 22,$494
JESSAMY LIMA ACOLCHADA NEGRA RECTA ANCHA COD. L 1108,$99
JESSAMY GARLOPIN CALLOS MAQUINA CON REPUESTO x 10 u.,$674
LIMA PLASTICA COMUN TEJAR,$51
PERFUME GALAPAGOS MUJER FANTASIA BS,$888
GUANTE LATEX CORONET GRANDE x 100 u,$1.092
GUANTE LATEX CORONET MEDIANO x 100 u,$1.092
GUANTE LATEX CORONET CHICO x 100 u,$1.092
CERA DEPILATORIA FUREY EN LATA ROSA x200gr,$403
MARY BOSQUES KERATINA EN CREMA SOBRE x 20 grs.,$92
PEINE CASPA x 36 unid.,$879
ALFA AMPOLLA BTX EFFECT + VOLUMEN x 10 cc,$346
ALFA AMPOLLA KERATIN THERAPY x 10 cc,$346
CERA DEPILATORIA FUREY EN LATA VERDE x 200 gr,$403
CERA DEPILATORIA FUREY EN LATA MIEL x 200 gr,$403
GUANTE AFELPADO MEDIANO,$184
GUANTE AFELPADO GRANDE,$184
PERFUME GALAPAGOS MUJER 212V,$888
TALONERA SOFEET MUJER COMFORT 35 AL 41,$2.146
TALONERA SOFEET HOMBRE COMFORT 39 AL 47,$2.146
PLANTILLA SOFEET MUJER DIABETIC 35 AL 41,$1.095
PLANTILLA SOFEET MUJER COMFORT 35 AL 40,$3.525
PLANTILLA SOFEET MUJER SPORT 35 AL 41,$3.707
PLANTILLA SOFEET HOMBRE COMFORT 41 AL 46,$3.525
PLANTILLA SOFEET HOMBRE SPORT 39 AL 47,$3.707
MULETA ALUMINIO SILFAB EL PAR (MEDIANA) HY7501L,$8.864
MULETA ALUMINIO SILFAB EL PAR (GRANDE) HY7500L,$9.238
MULETA ALUMINIO SILFAB EL PAR (CHICA) HY7502L,$8.462
"KIT CEPILLO ENDOCERVICAL, GUANTE LATEX, ESPECULO, ESPATULA DE AIRE",$190
JESSAMY GORRA PARA DUCHA PASTORA G22,$308
TAPON OIDOS SILICONAS AMASABLE,$476
TAPON OIDOS SILICONAS CON ALETAS Y CORDON PEDIATRICO,$481
TAPON OIDOS SILICONAS CON ALETAS Y CORDON ADULTO,$481
PERFUME GALAPAGOS HOMBRE J PAUL,$888
SACALECHE FUREY PLASTICO CON MAMADERA UNISEX,$935
SACALECHE FUREY PLASTICO CON MAMADERA CELESTE,$935
SACALECHE FUREY PLASTICO CON MAMADERA ROSA,$935
TOBILLERA NEOPRENE FUREY SIMPLE TALLE 4,$981
TOBILLERA NEOPRENE FUREY SIMPLE TALLE 3,$981
TOBILLERA NEOPRENE FUREY SIMPLE TALLE 2,$981
TOBILLERA NEOPRENE FUREY SIMPLE TALLE 1,$981
PERFUME GALAPAGOS HOMBRE KENZO,$888
LENOX PLANTILLA AMORTIGUADORA GAMUZADA LENOX (S Talle 34 al 37) 8515,$3.664
AGUA OXIGENADA TABLADA 50 VOLUMEN x 100 cc,$150
VENDA ELASTICA DE 10cm ROLLO x 25 METROS,$11.522
LENOX SEPARADOR DEDO PLANO DE GEL TALLE 4 8015,$862
LENOX SEPARADOR DEDO PLANO DE GEL TALLE 3 8014,$862
LENOX SEPARADOR DEDO PLANO DE GEL x 2 u. TALLE 2 8013,$862
LENOX SEPARADOR DEDO PLANO DE GEL x 2 u. TALLE 1 8012,$862
LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 3 8008,$862
LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 2 8007,$862
LENOX SEPARADOR DEDO GORDO TABA DE GEL x 2 u. TALLE 1 8006,$862
LENOX PROTECTOR JUANETES DE GEL x 2 u TALLE 2 8147,$1.205
LENOX PROTECTOR JUANETES DE GEL x 2 u TALLE 1 8140,$1.205
LENOX PROTECTOR JUANETES CON BANDA CON GEL CHICO 8036,$1.567
LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 3 8097,$1.195
LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 2 8096,$1.195
LENOX OLIVA METATARSAL AUTOADHESIVO CON GEL x 2 u TALLE 1 8095,$1.195
LENOX FUNDA DIGITAL (DEDAL) CON GEL TALLE 2 8031,$1.225
LENOX FUNDA DIGITAL (DEDAL) CON GEL TALLE 1 8030,$1.225
LENOX DEDAL DE GEL PURO TALLE 4 8149,$1.068
LENOX DEDAL DE GEL PURO TALLE 3 8143,$1.068
LENOX DEDAL DE GEL PURO TALLE 2 8142,$1.068
LENOX DEDAL DE GEL PURO TALLE 1 8141,$1.068
LENOX CORRECTOR JUANETE NOCTURNO CON GEL GRANDE 8051,$1.372
LENOX CORRECTOR JUANETE NOCTURNO CON GEL CHICO 8050,$1.372
LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 2 8060,$1.567
LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 3 8061,$1.567
LENOX BANDA METATARSAL CON GEL x 2 u. TALLE 1 8059,$1.567
LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 4 8223,$950
LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 3 8222,$950
LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 2 8221,$950
LENOX ANILLOS DIGITALES DE GEL PURO x 2 u TALLE 1 8220,$950
LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u GRANDE 8002,$1.068
LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u MEDIANO 8001,$1.068
LENOX ANILLOS DIGITALES (ALMOHADILLA) x 2 u CHICO 8000,$1.068
LENOX ALMOHADILLA PLANTAR GEL CON REALCE CHICO 8201,$1.518
LENOX ALMOHADILLA PLANTAR GEL PURO x 2 GRANDE 8198,$1.518
LENOX ALMOHADILLA PLANTAR GEL PURO x 2 CHICO 8197,$1.518
LENOX ALMOHADILLA PLANTAR ESPUMA Y GEL GRANDE 8134,$1.352
LENOX ALMOHADILLA PLANTAR ESPUMA Y GEL CHICO 8133,$1.352
LENOX ALMOHADILLA PLANTAR ESPUMA GRANDE 8132,$1.136
LENOX ALMOHADILLA PLANTAR ESPUMA CHICA 8131,$1.136
LENOX ALMOHADILLA DEDO GARRA GEL TALLE 3 8183,$908
LENOX ALMOHADILLA DEDO GARRA GEL TALLE 2 8182,$908
LENOX ALMOHADILLA DEDO GARRA GEL TALLE 1 8181,$908
LENOX ALMOHADILLA DEDO GARRA CON ELASTICO GRANDE 8094,$908
LENOX ALMOHADILLA DEDO GARRA CON ELASTICO CHICA 8093,$908
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 6,$2.782
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 5,$2.782
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 4,$2.267
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 3,$2.267
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 2,$2.199
RODILLERA ACTIVA GENUSAN ELASTICA TALLE 1,$2.199
TOBILLERA ELASTICA FUREY x 1 u. TALLE 8,$493
TOBILLERA ELASTICA FUREY x 1 u. TALLE 7,$493
TOBILLERA ELASTICA FUREY x 1 u. T6,$493
TOBILLERA ELASTICA FUREY x 1 u. T5,$493
TOBILLERA ELASTICA FUREY x 1 u. TALLE 4,$493
TOBILLERA ELASTICA FUREY x 1 u. TALLE 3,$493
RODILLERA ELASTICA FUREY x 1 u. TALLE 8,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 7,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 6,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 5,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 4,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 3,$605
RODILLERA ELASTICA FUREY x 1 u. TALLE 2,$605
MUSLERA ELASTICA FUREY x 1 u. TALLE 3,$675
MUSLERA ELASTICA FUREY x 1 u. TALLE 2,$675
MUSLERA ELASTICA FUREY x 1 u. T.1,$675
GEMELERA ELASTICA FUREY x 1 u. TALLE 3,$1.101
GEMELERA ELASTICA FUREY x 1 u. TALLE 2,$1.101
GEMELERA ELASTICA FUREY x 1 u. TALLE 1,$1.101
CODERA ELASTICA FUREY x 1 u. TALLE 3,$575
CODERA ELASTICA FUREY x 1 u.TALLE 2,$575
CODERA ELASTICA FUREY x 1 u. TALLE 1,$575
ANILINA YACOLOR FRIO/CALOR x 30 grs LILA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs BORDEAUX,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs VIOLETA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs PURPURA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE OSCURO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE CLARO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs VERDE NILO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs GRANATE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs RUBI,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs ROJO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs PUNZO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs SOLFERINO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs ROSA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs ROSA PALIDO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL MARINO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL ELECTRICO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs AZUL CIELO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs CELESTE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs NEGRO AZABACHE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS OSCURO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs GRIS PERLA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON OSCURO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON COBRE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs MARRON CLARO,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs BEIGE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs VICUÑA,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs ORANGE,$228
ANILINA YACOLOR FRIO/CALOR x 30 grs AMARILLO,$228
REMERA DE ENTRENAMIENTO MUJER BLANCA FUREY TALLE SMALL,$766
GUANTES FITNES GOMA TALLE LARGE,$1.947
GUANTES FITNES GOMA TALLE MEDIUM,$1.947
GUANTES FITNES GOMA TALLE SMALL,$1.947
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 4,$2.927
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 3,$2.927
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 1,$2.927
TOBILLERA NEOPRENE FUREY INMOBILIZADOR TALLE 2,$2.927
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 4,$1.194
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 3,$1.194
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 2,$1.194
TOBILLERA NEOPRENE FUREY EN OCHO TALLE 1,$1.194
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 4,$3.245
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 3,$3.245
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 2,$3.245
TOBILLERA NEOPRENE FUREY BALLENADA TALLE 1,$3.245
RODILLERA NEOPRENE FUREY TUBO TALLE 5,$1.776
RODILLERA NEOPRENE FUREY TUBO TALLE 4,$1.776
RODILLERA NEOPRENE FUREY TUBO TALLE 3,$1.776
RODILLERA NEOPRENE FUREY TUBO TALLE 2,$1.776
RODILLERA NEOPRENE FUREY TUBO TALLE 1,$1.776
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 5,$1.911
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 4,$1.911
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 3,$1.911
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 2,$1.911
RODILLERA NEOPRENE FUREY SOSTEN ROTULA TALLE 1,$1.911
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 5,$2.388
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 4,$2.388
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 3,$2.388
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 2,$2.388
RODILLERA NEOPRENE FUREY SOSTEN ROTULA Y VELCRO TALLE 1,$2.388
RODILLERA NEOPRENE FUREY BALLENADA TALLE 5,$4.274
RODILLERA NEOPRENE FUREY BALLENADA TALLE 4,$4.274
RODILLERA NEOPRENE FUREY BALLENADA TALLE 3,$4.274
RODILLERA NEOPRENE FUREY BALLENADA TALLE 2,$4.274
RODILLERA NEOPRENE FUREY BALLENADA TALLE 1,$4.274
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 5,$5.205
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 4,$5.205
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 3,$5.205
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 2,$5.205
RODILLERA NEOPRENE FUREY ARTICULADA TALLE 1,$5.205
MUSLERA NEOPRENE FUREY TALLE 4,$1.690
MUSLERA NEOPRENE FUREY TALLE 3,$1.690
MUSLERA NEOPRENE FUREY TALLE 2,$1.690
MUSLERA NEOPRENE FUREY TALLE 1,$1.690
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 4,$781
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 3,$781
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 2,$781
MUÑEQUERA NEOPRENE FUREY TUBO CON VELCRO TALLE 1,$781
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 4,$513
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 3,$513
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 2,$513
MUÑEQUERA ELASTICA FUREY x 2 u. TALLE 1,$513
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 3,$981
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 2,$981
MUÑEQUERA NEOP FUREY BOOMERANG DEDO LIBRE TALLE 1,$981
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 3,$1.472
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 2,$1.472
MUÑEQUERA NEOPRENE FUREY BOOMERANG INMOVILIZADOR PULGAR TALLE 1,$1.472
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 4,$994
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 3,$994
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 2,$994
MUÑEQUERA NEOPRENE FUREY BOOMERANG TALLE 1,$994
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 3,$6.378
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 2,$6.378
HOMBRERA NEOPRENE FUREY IZQUIERDA TALLE 1,$6.378
HOMBRERA NEOPRENE FUREY DERECHO TALLE 3,$6.378
HOMBRERA NEOPRENE FUREY DERECHO TALLE 2,$6.378
HOMBRERA NEOPRENE FUREY DERECHO TALLE 1,$6.378
GEMELERA NEOPRENE FUREY TALLE 4,$1.580
GEMELERA NEOPRENE FUREY TALLE 3,$1.580
GEMELERA NEOPRENE FUREY TALLE 2,$1.580
GEMELERA NEOPRENE FUREY TALLE 1,$1.580
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 4,$4.715
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 3,$4.715
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 2,$4.715
NEO FAJA FUREY BALLENADA ABDOMINAL TALLE 1,$4.715
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON EXTRA GRANDE 43 AL 46 8243,$2.266
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON GRANDE 40 AL 42 8242,$2.266
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON MEDIANO 37 AL 39 8241,$2.266
LENOX TALONERA DESCARGA TRADICIONAL PARA ESPOLON CHICO 33 AL 36 8240,$2.266
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON EXTRA GRANDE 43 AL 46 8303,$2.531
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON GRANDE 40 AL 42 8302,$2.531
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON MEDIANO 37 AL 39 8301,$2.531
LENOX TALONERA DESCARGA VARIABLE PARA ESPOLON CHICO 33 AL 36 8300,$2.531
LENOX TALONERA PARA DESCANSO EXTRA GRANDE 43 AL 46 8247,$2.175
LENOX TALONERA PARA DESCANSO GRANDE 40 AL 42 8246,$2.175
LENOX TALONERA PARA DESCANSO MEDIANO 37 AL 39 8245,$2.175
LENOX TALONERA PARA DESCANSO CHICA 33 AL 36 8244,$2.175
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.0 8020,$1.225
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.4 8024,$1.225
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.3 8023,$1.225
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.2 8022,$1.225
LENOX TUBOS RECORTABLES TEJIDO CON GEL N.1 8021,$1.225
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 5,$3.361
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 4,$3.361
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 3,$3.361
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 2,$3.361
FAJA NEOPRENE FUREY ABDOMINAL REGULABLE TALLE 1,$3.361
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 4,$1.047
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 3,$1.047
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 2,$1.047
CODERA NEOPRENE FUREY CORTA CON VELCRO TALLE 1,$1.047
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 4,$1.580
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 3,$1.580
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 2,$1.580
CODERA NEOPRENE FUREY CON VELCRO LARGA TALLE 1,$1.580
GUANTE DESCARTABLE POLIETILENO x 100 u,$93
ESPEJO DOBLE FAZ CON AUMENTO DE PIE (ARTICULO 0316),$2.467
GEL EFECTO HUMEDO FUREY x 250 gr INCOLORO,$273
GEL EFECTO HUMEDO FUREY x 250 gr AZUL,$273
GEL EFECTO HUMEDO FUREY x 250 gr ROJO,$273
DEDOS DE GOMA N.6 x 12 UNIDADES,$630
DEDOS DE GOMA N.3 x 12 UNIDADES,$540
BOTA/FERULA WALKER CON FUNDA TIPO TABA GRANDE,$6.052
BOTA/FERULA WALKER CON FUNDA TIPO TABA MEDIANO,$6.052
BOTA/FERULA WALKER CON FUNDA TIPO TABA CHICO,$6.052
BAJALENGUA MADERA CLERICOT INFANTIL x 100 u,$384
APOSITO QUIRURGICO GASANA 15x20 (CAJA x 4 SOBRES),$929
APOSITO QUIRURGICO GASANA 10x20 (CAJA x 5 SOBRES),$929
APOSITO QUIRURGICO GASANA 7x20 (CAJA x 7 SOBRES),$929
PARCHE OCULAR HIPOALERGIC PEDIATRICO x 20 u,$880
BALANZA ELECTRONICA GRANDE (HASTA 150 KGS.) BE203,$6.297
GUANTE AFELPADO BREMEN LIVIANO GRANDE,$42
GUANTE AFELPADO BREMEN LIVIANO CHICO,$42
PERFUME GALAPAGOS MUJER 5 AVENIDA,$888
PERFUME GALAPAGOS MUJER ARMANI COBE,$888
PERFUME GALAPAGOS NENE CHAMPION,$888
PERFUME GALAPAGOS HOMBRE CAROLINE,$888
PERFUME GALAPAGOS HOMBRE MONTE BLANCO,$888
PERFUME GALAPAGOS UNISEX K ONE,$888
PERFUME GALAPAGOS HOMBRE AQUA DI GIO,$888
PERFUME GALAPAGOS MUJER EDEN,$888
PERFUME GALAPAGOS HOMBRE POLO BLUE,$888
PERFUME GALAPAGOS MUJER AQUA DI GIO,$888
PERFUME GALAPAGOS HOMBRE ANTONIO SECRETO,$888
PERFUME GALAPAGOS MUJER HALOWIN,$888
PERFUME GALAPAGOS NENA PRINCESS,$888
PERFUME GALAPAGOS HOMBRE ONE MILLON,$888
PERFUME GALAPAGOS MUJER VERY IRRESISTIBLE,$888
PERFUME GALAPAGOS MUJER CCHH,$888
PERFUME GALAPAGOS MUJER ORGANZA,$888
PERFUME GALAPAGOS MUJER 212,$888
PERFUME GALAPAGOS MUJER AMOR,$888
PERFUME GALAPAGOS MUJER CAROLINE,$888
PERFUME GALAPAGOS MUJER ANGEL DEMONIO,$888
PERFUME GALAPAGOS MUJER CH N.5,$888
PERFUME GALAPAGOS MUJER FLOR,$888
PERFUME GALAPAGOS MUJER 212 SEXY,$888
PERFUME GALAPAGOS HOMBRE POLO CLASICO,$888
PERFUME GALAPAGOS HOMBRE POLO,$888
PERFUME GALAPAGOS HOMBRE 212 SEXY,$888
PERFUME GALAPAGOS HOMBRE 212,$888
PERFUME GALAPAGOS HOMBRE FAHREN,$888
PERFUME GALAPAGOS HOMBRE UGO,$888
PASTILLERO SEMANAL 1 DOSIS DIARIA VERTICE x UNID,$106
CEPILLO GINECOLOGICO ENDOCERVICAL GREYCELL x 10 u,$572
OTOWIL SOCORRO CAPILAR 2 CON ENJUAGUE x 250 grs,$1.061
ESPECULO VAGINAL GREYTON GRANDE,$100
PINZA DEPILAR XZN CODIGO 440 NEGRA x 12 u,$4.223
PINZA DEPILAR XZN CODIGO 410 HUECA NEGRA x 12 u,$1.647
PINZA DEPILAR XZN CODIGO 400 HUECA PLATEADA x 12 u,$1.423
TERMOMETRO CHATO EXATHERM DE GALIO SIN MERCURIO,$1.195
REPUESTO BASINILLA PARA SILLA INODORO,$1.196
BAÑO DE KERATINA Y SILICONAS GALAPAGOS x 30g,$172
JESSAMY ESCOFINA DE METAL,$173
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 10 cm x 4,5 mts.",$553
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 7,5 cm x 4,5 mts.",$436
"VENDA ADHERENTE FLEX HIPOALERGIC (TIPO COBAN) 5 cm x 4,5 mts.",$330
"TELA ADHESIVA TUBO HOSPITALARIO ADHESUR 10 cm x 4,5 mts",$2.347
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 9,$7.864
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 8,$7.864
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 7,$7.864
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 6,$7.406
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 5,$7.406
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 4,$7.406
SUSPENSOR ANATOMICO ANTAR GOMA LARGO TALLE 3,$6.721
